"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-11-22","2021","11","22","†","8.0","","3.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-11-23","2021","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-11-24","2021","11","24","†","4.5","","-0.5","","2.0","","16.0","","0.0","","1.8","","0.2","","2.0","","0","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-11-25","2021","11","25","†","7.0","","2.0","","4.5","","13.5","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-11-26","2021","11","26","†","12.0","","5.0","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-11-27","2021","11","27","†","6.5","","1.0","","3.8","","14.2","","0.0","","11.2","","0.0","","11.2","","0","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-11-28","2021","11","28","†","11.5","","1.5","","6.5","","11.5","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-11-29","2021","11","29","†","6.5","","4.0","","5.3","","12.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-11-30","2021","11","30","†","16.5","","5.0","","10.8","","7.2","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-01","2021","12","01","†","19.0","","8.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-02","2021","12","02","†","13.0","","9.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-03","2021","12","03","†","3.0","","1.0","","2.0","","16.0","","0.0","","0.0","","3.0","","3.0","","0","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-04","2021","12","04","†","1.0","","-1.0","","0.0","","18.0","","0.0","","0.0","","3.0","","3.0","","3","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-05","2021","12","05","†","2.0","","-3.0","","-0.5","","18.5","","0.0","","0.0","","9.0","","9.0","","3","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-06","2021","12","06","†","-2.0","","-4.5","","-3.3","","21.3","","0.0","","0.0","","1.0","","1.0","","15","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-07","2021","12","07","†","2.0","","-3.5","","-0.8","","18.8","","0.0","","0.0","","1.0","","1.0","","15","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-08","2021","12","08","†","2.0","","0.0","","1.0","","17.0","","0.0","","0.0","","1.0","","1.0","","12","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-09","2021","12","09","†","1.5","","-1.5","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-10","2021","12","10","†","6.5","","-3.0","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-11","2021","12","11","†","8.0","","-0.5","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-12","2021","12","12","†","6.0","","0.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-13","2021","12","13","†","4.5","","1.0","","2.8","","15.2","","0.0","","3.6","","0.8","","4.4","","2","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-14","2021","12","14","†","5.0","","1.0","","3.0","","15.0","","0.0","","0.0","","0.0","T","0.0","T","2","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-15","2021","12","15","†","1.0","","-3.0","","-1.0","","19.0","","0.0","","0.0","","1.0","","1.0","","0","T","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-16","2021","12","16","†","1.0","","-2.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-17","2021","12","17","†","-5.5","","-9.0","","-7.3","","25.3","","0.0","","0.0","","15.0","","15.0","","1","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-18","2021","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-19","2021","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-20","2021","12","20","†","-4.5","","-5.5","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-21","2021","12","21","†","0.0","","-10.5","","-5.3","","23.3","","0.0","","0.0","","2.0","","2.0","","16","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-22","2021","12","22","†","4.0","","-5.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-23","2021","12","23","†","4.0","","-1.0","","1.5","","16.5","","0.0","","0.0","","1.0","","1.0","","13","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-24","2021","12","24","†","-3.0","","-4.0","","-3.5","","21.5","","0.0","","0.0","","10.0","","10.0","","14","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-25","2021","12","25","†","-10.0","","-12.0","","-11.0","","29.0","","0.0","","0.0","","15.0","","15.0","","15","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-26","2021","12","26","†","-17.0","","-18.0","","-17.5","","35.5","","0.0","","0.0","","5.0","","5.0","","28","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-27","2021","12","27","†","-18.0","","-23.0","","-20.5","","38.5","","0.0","","0.0","","1.0","","1.0","","19","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-28","2021","12","28","†","-16.0","","-20.0","","-18.0","","36.0","","0.0","","0.0","","0.0","T","0.0","T","17","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-29","2021","12","29","†","-13.0","","-18.0","","-15.5","","33.5","","0.0","","0.0","","6.0","","6.0","","18","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-30","2021","12","30","†","-10.0","","-15.5","","-12.8","","30.8","","0.0","","0.0","","1.0","","1.0","","23","","","","",""
"-119.45","50.06","OKANAGAN CENTRE","1125700","2021-12-31","2021","12","31","†","-10.5","","-15.0","","-12.8","","30.8","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
